fuente,categoria,subcategoria,producto_tipo,marca,descripcion,presentacion,codigo_barras,precio_referencia,url_fuente,fecha_consulta
PLAZAVEA,ABARROTES,ACEITES,,PRIMOR,"Aceite Vegetal Premium PRIMOR Botella 900ml","900 ml",7750243067997,8.90,https://www.plazavea.com.pe/aceite-vegetal-premium-primor-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,PRIMOR,"Aceite Vegetal PRIMOR Clásico Botella 900ml","900 ml",7750243068000,8.50,https://www.plazavea.com.pe/aceite-vegetal-primor-clasico-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite Vegetal BELL'S Botella 900ml","900 ml",7891080136276,5.70,https://www.plazavea.com.pe/aceite-vegetal-bells-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,SAO,"Aceite de Soya SAO Botella 900ml","900 ml",7750243068109,6.60,https://www.plazavea.com.pe/aceite-de-soya-sao-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,PRIMOR,"Aceite Vegetal PRIMOR Clásico Botella 1.8L","1.8 L",7750243059381,15.50,https://www.plazavea.com.pe/aceite-vegetal-primos-clasico-botella-1-8l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Soya BELL'S Botella 900ml","900 ml",7891107112818,5.50,https://www.plazavea.com.pe/aceite-de-soya-bells-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Extra Virgen Botella 200ml","200 ml",,14.90,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-extra-virgen-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALLENORTE,"Aceite Girasol VALLENORTE Botella 900ml","900 ml",7754725000823,9.50,https://www.plazavea.com.pe/aceite-girasol-vallenorte-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Girasol BELL'S SELECCIÓN Botella 900ml","900 ml",2200203264003,7.50,https://www.plazavea.com.pe/aceite-girasol-bells-seleccion-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Extra Virgen Botella 2L","2 L",2200202563589,69.90,https://www.plazavea.com.pe/aceite-de-oliva-bells-extra-virgen-botella-2l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva Extra Virgen BELL'S Botella 500ml","500 ml",2200202071916,27.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-bells-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Extra Virgen Botella 1L","1 L",2200202071831,44.90,https://www.plazavea.com.pe/aceite-de-oliva-bells-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Extra Virgen Botella 500ml","500 ml",,33.90,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-extra-virgen-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,CARBONELL,"Aceite de Oliva CARBONELL Extra Virgen Botella 1L","1 L",,48.90,https://www.plazavea.com.pe/aceite-de-oliva-carbonell-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,CARBONELL,"Aceite de Girasol y Oliva CARBONELL Botella 1L","1 L",8410010283348,19.90,https://www.plazavea.com.pe/aceite-de-oliva-y-girasol-carbonell-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,COCINERO,"Aceite Vegetal COCINERO Botella 900ml","900 ml",7750243068048,9.80,https://www.plazavea.com.pe/aceite-vegetal-cocinero-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Ajonjolí BELL'S Frasco 200ml","200 ml",2200202203577,12.90,https://www.plazavea.com.pe/aceite-de-ajonjoli-bells-frasco-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite Vegetal BELL'S Botella 3L","3 L",2200201937701,18.90,https://www.plazavea.com.pe/aceite-vegetal-bells-botella-3l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite Vegetal BELL'S Galonera 5L","5 L",2200201937718,31.50,https://www.plazavea.com.pe/aceite-vegetal-bells-galonera-5l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,CARBONELL,"Aceite de Oliva CARBONELL Extra Virgen Spray 200ml","200 ml",8410010264224,16.90,https://www.plazavea.com.pe/aceite-de-oliva-carbonell-extra-virgen-spray-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Oliva OLIVOS DEL SUR Extra Virgen Botella 500ml","500 ml",,39.90,https://www.plazavea.com.pe/aceite-de-oliva-olivos-del-sur-extra-virgen-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Extra Virgen Botella 1L","1 L",,59.90,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Extra Virgen Botella 1L","1 L",,46.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BASSO,"Aceite de Girasol BASSO Botella 1L","1 L",,12.90,https://www.plazavea.com.pe/aceite-de-girasol-basso-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,PAM,"Aceite de Canola en Aerosol PAM Original Frasco 170g","170 g",,24.70,https://www.plazavea.com.pe/aceite-de-canola-en-aerosol-pam-original-frasco-170g/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Canola BELL'S Botella 1L","1 L",,11.90,https://www.plazavea.com.pe/aceite-de-canola-bells-botella-1l-20425275/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,DELEITE,"Aceite Vegetal DELEITE Premium Bidón 5L","5 L",7759222002141,39.10,https://www.plazavea.com.pe/aceite-vegetal-deleite-premium-bidon-5l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Gran Selección Botella 2L","2 L",,79.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-gran-seleccion-botella-2l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Puro Botella 900ml","900 ml",,37.50,https://www.plazavea.com.pe/aceite-de-oliva-bells-puro-botella-900ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Puro Botella 200ml","200 ml",7752674000239,12.90,https://www.plazavea.com.pe/aceite-de-oliva-bells-puro-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,PRIMOR,"Aceite Vegetal PRIMOR Galón 5L","5 L",7750243044318,54.90,https://www.plazavea.com.pe/aceite-vegetal-primor-galon-5l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BASSO,"Aceite de Maíz BASSO Botella 1L","1 L",8004123007290,13.90,https://www.plazavea.com.pe/aceite-de-maiz-basso-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Extra Virgen Botella 500ml","500 ml",,24.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-extra-virgen-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BERTOLLI,"Aceite de Oliva Extra Virgen BERTOLLI Botella 1L","1 L",,48.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-bertolli-botella-1l-20501169/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,ACAVILLE,"Aceite de Coco Virgen ACAVILLE Frasco 222ml","222 ml",7751586000375,16.90,https://www.plazavea.com.pe/aceite-de-coco-virgen-acaville-frasco-222ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Coco BELL'S Frasco 200g","200 g",2200203581629,15.90,https://www.plazavea.com.pe/aceite-de-coco-bells-frasco-200g/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Palta Virgen OLIVOS DEL SUR Botella 250ml","250 ml",7750262002986,37.90,https://www.plazavea.com.pe/aceite-de-palta-virgen-olivos-del-sur-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BARCIDDA,"Aceite de Ajonjolí y Soya BARCIDDA Botella 270ml","270 ml",6939945111318,14.50,https://www.plazavea.com.pe/aceite-de-ajonjoli-y-soya-barcidda-botella-270ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite de Cártamo OLEICO Botella 946ml","946 ml",7501491062797,33.90,https://www.plazavea.com.pe/aceite-de-cartamo-oleico-botella-946ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Coco BELL'S Frasco 350ml","350 ml",2200202203638,26.80,https://www.plazavea.com.pe/aceite-de-coco-bells-frasco-350ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"MI TIERRA","Aceite de Coco Virgen MI TIERRA Frasco 350g","350 g",,34.50,https://www.plazavea.com.pe/aceite-de-coco-virgen-mi-tierra-frasco-350g/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL CORTE INGLÉS","Aceite de Oliva EL CORTE INGLÉS Extra Virgen Botella 1L","1 L",8433329060165,49.90,https://www.plazavea.com.pe/aceite-de-oliva-el-corte-ingles-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,CARBONELL,"Aceite de Oliva CARBONELL Sabor Afrutado Intenso Botella 250ml","250 ml",8410010826699,19.90,https://www.plazavea.com.pe/aceite-de-oliva-carbonell-sabor-frutado-intenso-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Virgen Botella 500ml","500 ml",,25.90,https://www.plazavea.com.pe/aceite-de-oliva-bells-virgen-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Ajonjolí OLIVOS DEL SUR Tostado 100% Puro Botella 200ml","200 ml",7750262000142,20.50,https://www.plazavea.com.pe/aceite-de-ajonjoli-olivos-del-sur-tostado-100-puro-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,ACAVILLE,"Aceite de Oliva ACAVILLE Extra Virgen Botella 200ml","200 ml",,13.90,https://www.plazavea.com.pe/aceite-de-oliva-acaville-extra-virgen-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Puro Botella 500ml","500 ml",,30.50,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-puro-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Extra Virgen Botella 250ml","250 ml",,15.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-extra-virgen-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Oliva OLIVOS DEL SUR Extra Virgen Botella 200ml","200 ml",,19.90,https://www.plazavea.com.pe/aceite-de-oliva-olivos-del-sur-extra-virgen-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BELL'S,"Aceite de Oliva BELL'S Puro Botella 500ml","500 ml",,23.50,https://www.plazavea.com.pe/aceite-de-oliva-bells-puro-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GATTI,"Aceite de Palta GATTI Extra Virgen Botella 250ml","250 ml",7754842001215,31.50,https://www.plazavea.com.pe/aceite-de-palta-gatti-extra-virgen-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,ACAVILLE,"Aceite de Oliva ACAVILLE Extra Virgen Botella 1L","1 L",,48.90,https://www.plazavea.com.pe/aceite-de-oliva-acaville-extra-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva Extra Virgen EL OLIVAR Toke Botella 460ml","460 ml",7752414003902,28.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-el-olivar-toke-botella-460ml-20634826/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ECO CUENCA","Aceite de Sacha Inchi con Ajoeno",,799192949173,50.00,https://www.plazavea.com.pe/aceite-de-sacha-inchi-con-ajoeno-102153861/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLI21,"Aceite Extra Virgen OLI21 Apachurrable Botella 500ml","500 ml",,29.60,https://www.plazavea.com.pe/aceite-extra-virgen-oli21-apachurrable-botella-500ml-20571389/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLI21,"Aceite Extra Virgen OLI21 Apachurrable Botella 250ml","250 ml",,19.90,https://www.plazavea.com.pe/aceite-extra-virgen-oli21-apachurrable-botella-250ml-20571388/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"ACEITE DE COCO GREEN LIFE ENVASE DE VIDRIO 450ml","450 ml",,59.00,https://www.plazavea.com.pe/aceite-de-coco-green-life-envase-de-vidrio-450ml-101910950/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"ACEITE DE COCO GREEN LIFE ENVASE DE VIDRIO 1LT","1 LT",,109.00,https://www.plazavea.com.pe/aceite-de-coco-green-life-envase-de-vidrio-1lt-101910874/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"ACEITE DE OLIVA EXTRA VIRGEN 1LT NATUR SELECCION","1 LT",,45.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-1lt-natur-seleccion-101907205/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"ACEITE DE OLIVA 1LT GOLDEN SELECCION","1 LT",,45.90,https://www.plazavea.com.pe/aceite-de-oliva-1lt-golden-seleccion-101907155/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"ACEITE DE OLIVA OLIBIAS 1LT","1 LT",,44.90,https://www.plazavea.com.pe/aceite-de-oliva-olibias-1lt-101907144/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BERTOLLI,"Aceite de Oliva Extra Virgen BERTOLLI Botella 500ml","500 ml",,32.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-bertolli-botella-500ml-20501170/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"Aceite de Oliva griego  extra virgen Kasandrinos",,,390.00,https://www.plazavea.com.pe/aceite-de-oliva-griego-extra-virgen-kasandrinos-101882915/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL CORTE INGLÉS SELECTION","Aceite de Oliva Extra Virgen EL CORTE INGLÉS SELECCION Oro Bailén Variedad Picual Botella 500ml","500 ml",,38.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-el-corte-ingles-seleccion-oro-bailen-variedad-picual-botella-500ml-20426725/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 3Lts Frasco",,,190.00,https://www.plazavea.com.pe/aceite-de-coco-3lts-frasco-101810140/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 2Lts  (1L Sachet  + 1L Frasco)","1 L",,140.00,https://www.plazavea.com.pe/aceite-de-coco-2lts-1l-sachet-1l-frasco-101810137/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 1Lt Frasco Alkaline Care","1 Lt",,80.00,https://www.plazavea.com.pe/aceite-de-coco-1lt-frasco-alkaline-care-101810124/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 4Lts Sachet Alkaline Care",,,245.00,https://www.plazavea.com.pe/aceite-de-coco-4lts-sachet-alkaline-care-101810123/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco frasco 500ml x 2 (Primer Prensado en Frío)","500 ml",,79.00,https://www.plazavea.com.pe/aceite-de-coco-frasco-500ml-x-2-primer-prensado-en-frio-101810112/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 5Lts Sachet Alkaline Care",,,290.00,https://www.plazavea.com.pe/aceite-de-coco-5lts-sachet-alkaline-care-101810098/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite de Coco Sachet 1lt  + Colágeno Hidrolizado 300gr","1 lt",,129.90,https://www.plazavea.com.pe/aceite-de-coco-sachet-1lt-colageno-hidrolizado-300gr-101810093/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 2Lts Frasco Alkaline Care",,,140.00,https://www.plazavea.com.pe/aceite-de-coco-2lts-frasco-alkaline-care-101810021/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 1Lt Sachet Alkaline Care","1 Lt",,69.99,https://www.plazavea.com.pe/aceite-de-coco-1lt-sachet-alkaline-care-101810006/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 2Lts Sachet Alkaline Care",,,130.00,https://www.plazavea.com.pe/aceite-de-coco-2lts-sachet-alkaline-care-101810002/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,SANTOLIVO,"Aceite de Oliva Extra Virgen OLI21 Botella 500ml","500 ml",7757218000096,39.90,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-oli21-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,SANTOLIVO,"Aceite de Oliva Extra Virgen OLI21 Botella 1L","1 L",7757218000171,59.80,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-oli21-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 5Lts Sachet Alkaline Care",,,285.00,https://www.plazavea.com.pe/aceite-de-coco-5lts-sachet-alkaline-care-101647185/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco frasco 500ml x 2 (Primer Prensado en Frío)","500 ml",,79.00,https://www.plazavea.com.pe/aceite-de-coco-frasco-500ml-x-2-primer-prensado-en-frio-101647155/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 4Lts Sachet Alkaline Care",,,259.00,https://www.plazavea.com.pe/aceite-de-coco-4lts-sachet-alkaline-care-101647152/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 1Lt Sachet Alkaline Care","1 Lt",,70.00,https://www.plazavea.com.pe/aceite-de-coco-1lt-sachet-alkaline-care-101647148/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 2Lts  (1L Sachet  + 1L Frasco)","1 L",,140.00,https://www.plazavea.com.pe/aceite-de-coco-2lts-1l-sachet-1l-frasco-101647143/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite De Coco 2Lts Sachet Alkaline Care",,,125.00,https://www.plazavea.com.pe/aceite-de-coco-2lts-sachet-alkaline-care-101647135/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite de Coco Sachet 1lt  + Colágeno Hidrolizado 300gr","1 lt",,130.00,https://www.plazavea.com.pe/aceite-de-coco-sachet-1lt-colageno-hidrolizado-300gr-101647128/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,BASCONTTI,"Aceite de Oliva BASCONTTI Extra Virgen Botella 1L","1 L",7750535140025,63.00,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-bascontti-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE","Aceite de Oliva Extra Virgen 500ml Alkaline Care","500 ml",,45.00,https://www.plazavea.com.pe/aceite-de-oliva-extra-virgen-500ml-alkaline-care-101617117/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GENÉRICO,"Aceite De Ajonjoli 250ml Sofit","250 ml",,18.00,https://www.plazavea.com.pe/aceite-de-ajonjoli-250ml-sofit-101553788/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite Puro de Palta OLEICO Frasco 473ml","473 ml",7501491063312,64.00,https://www.plazavea.com.pe/aceite-puro-de-palta-oleico-frasco-473ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite Gourmet Campirana OLEICO Botella 355ml","355 ml",7501491062469,21.20,https://www.plazavea.com.pe/aceite-gourmet-campirana-oleico-botella-355ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite Gourmet Provenzal OLEICO Botella 355ml","355 ml",7501491062445,21.20,https://www.plazavea.com.pe/aceite-gourmet-provenzal-oleico-botella-355ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care Sachet 4Lts",,,259.00,https://www.plazavea.com.pe/aceite-de-coco-alkaline-care-sachet-4lts-101431792/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care 2Lts  (1L Sachet  + 1L Frasco)","1 L",,140.00,https://www.plazavea.com.pe/aceite-de-coco-alkaline-care-2lts-1l-sachet-1l-frasco-101431787/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care Sachet 1Lt","1 Lt",,70.00,https://www.plazavea.com.pe/aceite-de-coco-alkaline-care-sachet-1lt-101431780/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care Frasco 500ml x 2","500 ml",,79.00,https://www.plazavea.com.pe/aceite-de-coco-alkaline-care-frasco-500ml-x-2-101431778/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care Frasco 2Lts",,,140.00,https://www.plazavea.com.pe/aceite-decoco-alkaline-care-frasco-2lts-101431775/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"ALKALINE CARE SHOP","Aceite de Coco Alkaline Care Sachet 2Lts",,,125.00,https://www.plazavea.com.pe/aceite-de-coco-alkaline-care-sachet-2lts-101431773/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GATTI,"Aceite de Sacha Inchi GATTI Extra Virgen Botella 250ml","250 ml",7754842000140,30.50,https://www.plazavea.com.pe/aceite-de-sacha-inchi-gatti-extra-virgen-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,GATTI,"Aceite de Linaza GATTI Extra Virgen Botella 250ml","250 ml",7754842000010,25.00,https://www.plazavea.com.pe/aceite-de-linaza-gatti-extra-virgen-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL CORTE INGLÉS","Aceite de Girasol Refinado EL CORTE INGLÉS Botella 1L","1 L",8433329128124,14.90,https://www.plazavea.com.pe/aceite-de-girasol-refinado-el-corte-ingles-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Sabor Intenso Botella 500ml","500 ml",7752414000963,36.70,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-sabor-intenso-botella-500ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Palta Sabor a Albahaca OLIVOS DEL SUR Botella 250ml","250 ml",7750262002993,37.90,https://www.plazavea.com.pe/aceite-de-palta-sabor-a-albahaca-olivos-del-sur-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Palta Sabor a Ajo OLIVOS DEL SUR Botella 250ml","250 ml",7750262003006,37.90,https://www.plazavea.com.pe/aceite-de-palta-sabor-a-ajo-olivos-del-sur-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite en Aerosol OLEICO Jumbo Frasco 380g","380 g",7501491062810,33.90,https://www.plazavea.com.pe/aceite-en-aerosol-oleico-jumbo-frasco-380g/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,OLEICO,"Aceite en Aerosol OLEICO Frasco 170g","170 g",7501491062650,20.30,https://www.plazavea.com.pe/aceite-en-aerosol-oleico-frasco-170g/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"NATURALLY DIVINE","Aceite de Coco Virgen Naturally Divine 450ml","450 ml",680193706059,44.00,https://www.plazavea.com.pe/aceite-de-coco-virgen-naturally-divine-450ml-99962080/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"NATURALLY DIVINE","Aceite de Coco Virgen Naturally Divine 1Lt","1 Lt",680193706073,85.00,https://www.plazavea.com.pe/aceite-de-coco-virgen-naturally-divine-1000ml-99962036/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Extra Virgen Botella 250ml","250 ml",7752414001960,25.90,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-extra-virgen-botella-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"EL OLIVAR","Aceite de Oliva EL OLIVAR Puro Botella 1L","1 L",7752414000369,55.90,https://www.plazavea.com.pe/aceite-de-oliva-el-olivar-puro-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Oliva OLIVOS DEL SUR Extra Virgen Frasco 250ml","250 ml",,34.20,https://www.plazavea.com.pe/aceite-de-oliva-olivos-del-sur-extra-virgen-frasco-250ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,"OLIVOS DEL SUR","Aceite de Coco OLIVOS DEL SUR Botella 200ml","200 ml",,21.90,https://www.plazavea.com.pe/aceite-de-coco-olivos-del-sur-botella-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,PAM,"Aceite en Spray PAM Sabor a Mantequilla Frasco 141ml","141 ml",,24.70,https://www.plazavea.com.pe/aceite-en-spray-pam-sabor-a-mantequilla-frasco-141ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,CARBONELL,"Aceite de Oliva CARBONELL Puro Frasco 200ml","200 ml",8410010262688,16.90,https://www.plazavea.com.pe/aceite-de-oliva-carbonell-puro-frasco-200ml/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Virgen Botella 1L","1 L",,44.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-virgen-botella-1l/p,2026-09-08
PLAZAVEA,ABARROTES,ACEITES,,VALDEPORRES,"Aceite de Oliva VALDEPORRES Suave Botella 1L","1 L",,42.90,https://www.plazavea.com.pe/aceite-de-oliva-valdeporres-suave-botella-1l/p,2026-09-08
