codigo_interno,codigo_barras,descripcion,categoria,subcategoria,producto_tipo,unidad,marca,presentacion,operacion,afecto_isc,afecto_ivap,requiere_revision_tributaria,precio_compra,precio_venta,fecha_vencimiento,tipo_producto,foto,detraccion,stock_minimo,fuente,url_fuente
ABA-ACE-000052,7750262001170,"Aceite Ajonjoli Olivos del Sur 100 ml",ABARROTES,ACEITES,,UNIDAD,"Olivos del Sur","100 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-ajonjoli-olivos-del-sur-100-ml/p
ABA-ACE-000056,8410010283324,"Aceite Carbonell Sol & Oliva 500 ml",ABARROTES,ACEITES,,UNIDAD,Carbonell,"500 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-carbonell-sol-oliva-500ml-1027722/p
ABA-ACE-000399,7754842000188,"Aceite DE Coco Extra Virgen Gatti 650 g",ABARROTES,ACEITES,,UNIDAD,Gatti,"650 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-de-coco-extra-virgen-gatti-650g/p
ABA-ACE-000204,7501491062650,"Aceite En Aerosol Oleico Frasco 170 g",ABARROTES,ACEITES,,UNIDAD,Oleico,"170 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-en-aerosol-oleico-frasco-170g/p
ABA-ACE-000203,7501491062810,"Aceite En Aerosol Oleico Jumbo Frasco 380 g",ABARROTES,ACEITES,,UNIDAD,Oleico,"380 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-en-aerosol-oleico-jumbo-frasco-380g/p
ABA-ACE-000065,761720002087,"Aceite En Spray Mazola Original 170 g",ABARROTES,ACEITES,,UNIDAD,Mazola,"170 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-en-spray-mazola-original-170g-1070668/p
ABA-ACE-000072,7752612001465,"Aceite Girasol Huerto Alamein 900 ml",ABARROTES,ACEITES,,UNIDAD,"Huerto Alamein","900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-girasol-huerto-alamein-900ml-1022349/p
ABA-ACE-000117,7754725000823,"Aceite Girasol Vallenorte Botella 900 ml",ABARROTES,ACEITES,,UNIDAD,"Valle Norte","900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-girasol-vallenorte-botella-900ml/p
ABA-ACE-000189,7501491062469,"Aceite Gourmet Campirana Oleico Botella 355 ml",ABARROTES,ACEITES,,UNIDAD,Oleico,"355 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-gourmet-campirana-oleico-botella-355ml/p
ABA-ACE-000190,7501491062445,"Aceite Gourmet Provenzal Oleico Botella 355 ml",ABARROTES,ACEITES,,UNIDAD,Oleico,"355 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-gourmet-provenzal-oleico-botella-355ml/p
ABA-ACE-000063,7752414003902,"Aceite Oliva Extra Virgen 460 g EL Olivar",ABARROTES,ACEITES,,UNIDAD,"El Olivar","460 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-oliva-extra-virgen-460g-el-olivar/p
ABA-ACE-000433,8410179101118,"Aceite Oliva Extra Virgen Borges Botella 1 L",ABARROTES,ACEITES,,UNIDAD,Borges,,GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-oliva-extra-virgen-borges-botella-1-litro-701283-2/p
ABA-ACE-000064,7757218000973,"Aceite Para Freír Oli21 500 g",ABARROTES,ACEITES,,UNIDAD,Oli21,"500 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-para-fre-r-oli21-500g-1070669/p
ABA-ACE-000247,7750672001159,"Aceite Premium Tondero Botella 900 ml",ABARROTES,ACEITES,,UNIDAD,Tondero,"900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-premium-tondero-botella-900ml/p
ABA-ACE-000375,7750243055680,"Aceite Primor Botella 5 L",ABARROTES,ACEITES,,UNIDAD,Primor,,GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-primor-botella-5-litros-3203-2/p
ABA-ACE-000188,7501491063312,"Aceite Puro de Palta Oleico Frasco 473 ml",ABARROTES,ACEITES,,UNIDAD,Oleico,"473 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-puro-de-palta-oleico-frasco-473ml/p
ABA-ACE-000058,7758177000011,"Aceite Sacha Inchi Nutriomega Extra Virgen Botella 250 ml Aceite Sacha Inchi Nutriomega Extra Virgen Botella 250 ml",ABARROTES,ACEITES,,UNIDAD,Nutriomega,"250 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-sacha-inchi-nutriomega-extra-virgen-botella-250-ml-295706/p
ABA-ACE-000115,7891080136276,"Aceite Vegetal Bell's Botella 900 ml",ABARROTES,ACEITES,,UNIDAD,Bell's,"900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-vegetal-bells-botella-900ml/p
ABA-ACE-000239,7751144000564,"Aceite Vegetal Beltran Botella 900 ml",ABARROTES,ACEITES,,UNIDAD,Beltran,"900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceite-vegetal-beltran-botella-900ml/p
ABA-ACE-000376,7750243034234,"Aceite Vegetal Cocinero 900 ml",ABARROTES,ACEITES,,UNIDAD,Cocinero,"900 ml",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceite-cocinero-botella-1-litro-11946/p
ABA-ARR-000071,7758003000031,"Arroz Arborio Costeño 750 g",ABARROTES,ARROZ,,UNIDAD,Costeño,"750 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-arborio-costeno-750g-79473/p
ABA-ARR-000068,7755139002854,"Arroz Arborio Paisana Bolsa 1 kg",ABARROTES,ARROZ,,UNIDAD,Paisana,"1 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-arborio-paisana-bolsa-1-kg-576344/p
ABA-ARR-000106,8001860201011,"Arroz Arborio Scotti Caja 1 kg",ABARROTES,ARROZ,,UNIDAD,Scotti,"1 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/arroz-arborio-scotti-caja-1kg/p
ABA-ARR-000091,7758950000900,"Arroz Añejo Amarillo Faraón G3 Bolsa 1 kg",ABARROTES,ARROZ,,UNIDAD,Faraón,"1 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/arroz-anejo-amarillo-faraon-g3-bolsa-1kg/p
ABA-ARR-000032,7757477000257,"Arroz Añejo Extra Campo Norte 2.5 kg",ABARROTES,ARROZ,,UNIDAD,"Campo Norte","2.5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-a-ejo-extra-campo-norte-2-5kg-1034976/p
ABA-ARR-000118,7755139003417,"Arroz Añejo Extra Costeñito Saco 50 kg",ABARROTES,ARROZ,,UNIDAD,Costenito,"50 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/arroz-anejo-extra-costenito-saco-50kg/p
ABA-ARR-000060,7750453480029,"Arroz Añejo Pacasmayo 750 g",ABARROTES,ARROZ,,UNIDAD,Pacasmayo,"750 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-anejo-pacasmayo-750g-1036151/p
ABA-ARR-000064,7754725001271,"Arroz Añejo Superior Valle Norte 5 kg",ABARROTES,ARROZ,,UNIDAD,"Valle Norte","5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-superior-anejo-x5kg-vallenorte-2/p
ABA-ARR-000070,8001860260315,"Arroz Basmati Riso Scotti Caja 500 g",ABARROTES,ARROZ,,UNIDAD,"Riso Scotti","500 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-basmati-riso-scotti-caja-500-g-203744/p
ABA-ARR-000050,7758950001051,"Arroz Blanco Extra Añejo Faraon Verde 5 kg",ABARROTES,ARROZ,,UNIDAD,Faraón,"5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-blanco-extra-anejo-faraon-verde-5kg-1022353/p
ABA-ARR-000004,7758950000146,"Arroz Blanco Extra Añejo Faraón Naranja 10 kg",ABARROTES,ARROZ,,UNIDAD,Faraón,"10 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-blanco-extra-anejo-faraon-naranja-10kg-570569-2/p
ABA-ARR-000002,7754294000095,"Arroz Blanco Extra Añejo Faraón Naranja 5 kg",ABARROTES,ARROZ,,UNIDAD,Faraón,"5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-blanco-extra-anejo-faraon-naranja-5kg-570522/p
ABA-ARR-000009,7754294000071,"Arroz Blanco Extra Añejo Faraón Naranja 750 g",ABARROTES,ARROZ,,UNIDAD,Faraón,"750 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-blanco-extra-anejo-faraon-naranja-750g-570523/p
ABA-ARR-000095,7758950001099,"Arroz Blanco Faraon Extra Añejo Negro Bolsa 5 kg",ABARROTES,ARROZ,,UNIDAD,Faraón,"5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/arroz-blanco-faraon-extra-anejo-negro-bolsa-5kg/p
ABA-ARR-000105,8001860257827,"Arroz Carnaroli Scotti Funghi Porcin Bolsa 210 g",ABARROTES,ARROZ,,UNIDAD,Scotti,"210 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/arroz-carnaroli-scotti-funghi-porcin-bolsa-210g/p
ABA-ARR-000125,7755139003363,"Arroz Costeño Añejo Extra 5 kg",ABARROTES,ARROZ,,UNIDAD,Costeño,"5 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-coste-o-a-ejo-extra-5kg-1000184/p
ABA-ARR-000154,7755139003356,"Arroz Costeño Añejo Extra 750 g",ABARROTES,ARROZ,,UNIDAD,Costeño,"750 g",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-coste-o-a-ejo-extra-750g-1000183/p
ABA-ARR-000141,7755139003448,"Arroz Costeño Extra 3 kg",ABARROTES,ARROZ,,UNIDAD,Costeño,"3 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-coste-o-extra-3kg-1042871/p
ABA-ARR-000163,7755139003547,"Arroz Costeño Extra Añejo 10 kg",ABARROTES,ARROZ,,UNIDAD,Costeño,"10 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-coste-o-extra-a-ejo-10kg-1027522/p
ABA-ARR-000193,7755139003455,"Arroz Costeño Extra Añejo 3 kg",ABARROTES,ARROZ,,UNIDAD,Costeño,"3 kg",PENDIENTE,0,0,1,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-coste-o-extra-a-ejo-3kg-1042872/p
ABA-AZU-000150,7751160000418,"Azúcar Blanca Dulfina Bolsa 5 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/azucar-blanca-dulfina-bolsa-5kg/p
ABA-AZU-000022,7751160000203,"Azúcar Blanca Dulfina Bolsa1 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-dulfina-bolsa1-kg-333711/p
ABA-AZU-000010,7751160000340,"Azúcar Blanca Metro Bolsa 1 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-metro-bolsa-1-kg-116640/p
ABA-AZU-000008,7751160000357,"Azúcar Blanca Metro Bolsa 2 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"2 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-metro-bolsa-2-kg-116644/p
ABA-AZU-000009,7751160000036,"Azúcar Blanca Metro Bolsa 5 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-metro-bolsa-5-kg-127642/p
ABA-AZU-000029,7751160082872,"Azúcar Blanca Paramonga Bolsa 1 kg",ABARROTES,AZUCAR,,UNIDAD,Paramonga,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-paramonga-bolsa-1-kg-29491/p
ABA-AZU-000145,7751271030557,"Azúcar Blanca Refinada Cartavio Saco 50 kg",ABARROTES,AZUCAR,,UNIDAD,Cartavio,"50 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/azucar-blanca-refinada-cartavio-saco-50kg/p
ABA-AZU-000021,7751160000432,"Azúcar Blanca Refinada Dulfina Bolsa 2 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"2 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-blanca-refinada-dulfina-bolsa-2-kg-371933/p
ABA-AZU-000161,7751160000234,"Azúcar Rubia Dulfina Bolsa 1 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-dulfina-bolsa-1-kg-333705/p
ABA-AZU-000169,7751160000449,"Azúcar Rubia Dulfina Bolsa 2 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"2 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-dulfina-bolsa-2-kg-371932/p
ABA-AZU-000168,7751160000425,"Azúcar Rubia Dulfina Bolsa 5 kg",ABARROTES,AZUCAR,,UNIDAD,Dulfina,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-dulfina-bolsa-5-kg-465118/p
ABA-AZU-000166,7751160000326,"Azúcar Rubia Metro 1 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-metro-1kg-116642/p
ABA-AZU-000162,7751160000043,"Azúcar Rubia Metro 5 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-metro-5kg-127643/p
ABA-AZU-000163,7751160000333,"Azúcar Rubia Metro Bolsa 2 kg",ABARROTES,AZUCAR,,UNIDAD,Metro,"2 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-metro-bolsa-2-kg-116646/p
ABA-AZU-000165,7751160000456,"Azúcar Rubia Máxima 1 kg",ABARROTES,AZUCAR,,UNIDAD,Maxima,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/az-car-rubia-m-xima-1kg-459535/p
ABA-AZU-000164,7751160000593,"Azúcar Rubia Máxima Bolsa 5 kg",ABARROTES,AZUCAR,,UNIDAD,Maxima,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-maxima-bolsa-5-kg-714287/p
ABA-AZU-000170,7751160082933,"Azúcar Rubia Paramonga 1 kg",ABARROTES,AZUCAR,,UNIDAD,Paramonga,"1 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-paramonga-bolsa-1-kg-178537/p
ABA-AZU-000167,7751160000067,"Azúcar Rubia Paramonga Bolsa 5 kg",ABARROTES,AZUCAR,,UNIDAD,Paramonga,"5 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/azucar-rubia-paramonga-bolsa-5-kg-566556/p
ABA-AZU-000287,7751271026376,"Azúcar Rubia San Jacinto 25 kg",ABARROTES,AZUCAR,,UNIDAD,"San Jacinto","25 kg",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/azucar-rubia-san-jacinto-25-kg/p
ABA-AZU-000282,680193706134,"Azúcar de Coco Naturally Divine 250 g",ABARROTES,AZUCAR,,UNIDAD,"Naturally Divine","250 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/azucar-de-coco-naturally-divine-250-gr-99962035/p
ABA-CON-000320,7758775000901,"Aceituna Botija En Rodajas Huerto Mejía Paquete 220 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","220 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-botija-en-rodajas-huerto-mejia-taper-220g/p
ABA-CON-000209,7758775000628,"Aceituna Botija Sin Pepa Huerto Mejía Paquete 220 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","220 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-botija-sin-pepa-huerto-mejia-taper-220g/p
ABA-CON-000410,8436553350620,"Aceituna Manzanilla Valdeporres Con Pimiento Frasco 340 g",ABARROTES,CONSERVAS,,UNIDAD,Valdeporres,"340 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-manzanilla-valdeporres-con-pimiento-frasco-340g/p
ABA-CON-000240,8436553350613,"Aceituna Manzanilla Valdeporres Sin Hueso Frasco 340 g",ABARROTES,CONSERVAS,,UNIDAD,Valdeporres,"340 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-manzanilla-valdeporres-sin-hueso-frasco-340g/p
ABA-CON-000232,7752100003261,"Aceituna Negra Deshuesada Olivalle Balde 350 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-negra-deshuesada-olivalle-balde-350g/p
ABA-CON-000269,7752100003254,"Aceituna Negra Deshuesada Olivalle Balde 700 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"700 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-negra-deshuesada-olivalle-balde-700g/p
ABA-CON-000230,7752100003353,"Aceituna Negra Entera Olivalle Balde 400 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"400 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-negra-entera-olivalle-balde-400g/p
ABA-CON-000271,7758775000604,"Aceituna Negra Huerto Mejía Paquete 250 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","250 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-negra-huerto-mejia-taper-250g/p
ABA-CON-000235,7752414003742,"Aceituna Negra Sin Pepa EL Olivar Bolsa 240 g",ABARROTES,CONSERVAS,,UNIDAD,"El Olivar","240 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-negra-sin-pepa-el-olivar-bolsa-240g/p
ABA-CON-000328,7758775000833,"Aceituna Verde Con Castaña Huerto Mejía Paquete 220 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","220 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-con-castana-huerto-mejia-taper-220g/p
ABA-CON-000404,7758775000550,"Aceituna Verde Con Pimiento Huerto Mejía Paquete 230 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","230 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-con-pimiento-huerto-mejia-taper-230g/p
ABA-CON-000327,7758775000918,"Aceituna Verde Con Rocoto Huerto Mejía Paquete 230 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","230 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-con-rocoto-huerto-mejia-taper-230g/p
ABA-CON-000231,7752100003643,"Aceituna Verde Deshuesada Olivalle Balde 350 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-deshuesada-olivalle-balde-350g/p
ABA-CON-000399,7758775000819,"Aceituna Verde En Rodajas Huerto Mejía Paquete 220 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","220 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-en-rodajas-huerto-mejia-taper-220g/p
ABA-CON-000315,7752100003605,"Aceituna Verde Rellena Con Castañas Olivalle Balde 350 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-rellena-con-castanas-olivalle-balde-350g/p
ABA-CON-000314,7752100003490,"Aceituna Verde Rellena Con Pimiento Olivalle Balde 350 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-rellena-con-pimiento-olivalle-balde-350g/p
ABA-CON-000313,7752100003551,"Aceituna Verde Rellena Con Rocoto Olivalle Balde 350 g",ABARROTES,CONSERVAS,,UNIDAD,Olivalle,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-rellena-con-rocoto-olivalle-balde-350g/p
ABA-CON-000329,7758775000536,"Aceituna Verde Sin Pepa Huerto Mejía Paquete 230 g",ABARROTES,CONSERVAS,,UNIDAD,"Huerto Mejia","230 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aceituna-verde-sin-pepa-huerto-mejia-taper-230g/p
ABA-CON-000157,7752100000291,"Aceitunas Al Ají Calé Tapenade Frasco 185 g",ABARROTES,CONSERVAS,,UNIDAD,Cale,"185 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceitunas-al-aji-cale-tapenade-frasco-185-g/p
ABA-CON-000158,7752100000284,"Aceitunas Con Alcachofas Calé Tapenade Frasco 185 g",ABARROTES,CONSERVAS,,UNIDAD,Cale,"185 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aceitunas-con-alcachofas-cale-tapenade-frasco-185-g/p
ABA-DES-000074,7750885013642,"3 Ositos Avena Cereal Andino 270 g",ABARROTES,DESAYUNO,,UNIDAD,"3 Ositos","270 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/avena-cereal-andino-270-g-521501/p
ABA-DES-000077,7750885006491,"3 Ositos Maca Avena Bolsa 270 g",ABARROTES,DESAYUNO,,UNIDAD,"3 Ositos","270 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/maca-avena-bolsa-270-g/p
ABA-DES-000196,7753213115445,"Age Salvado de Trigo Entero 300 g",ABARROTES,DESAYUNO,,UNIDAD,Age,"300 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/salvado-de-trigo-entero-300g-2/p
ABA-DES-000197,7753213115469,"Age Salvado de Trigo Molido 500 g",ABARROTES,DESAYUNO,,UNIDAD,Age,"500 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/salvado-de-trigo-molido-500g-2/p
ABA-DES-000329,7750446300167,"Ari Superfood Maca Gelatinizada En Polvo Orgánica",ABARROTES,DESAYUNO,,UNIDAD,"Ari Superfood",,GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/maca-gelatinizada-en-polvo-organica-102120852/p
ABA-DES-000389,7750159000255,"Aritos Kids BIO Maca Bolsa 120 g",ABARROTES,DESAYUNO,,UNIDAD,"Bio Maca","120 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/aritos-kids-bio-maca-bolsa-120g/p
ABA-DES-000182,7501008037676,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's 200 g",ABARROTES,DESAYUNO,,UNIDAD,Kellogg's,"200 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aros-de-ma-z-trigo-y-avena-froot-loops-kellogg-s-200g-340182/p
ABA-DES-000128,7501008017050,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's 350 g",ABARROTES,DESAYUNO,,UNIDAD,Kellogg's,"350 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/aros-de-ma-z-trigo-y-avena-froot-loops-kellogg-s-350g-153415/p
ABA-DES-000131,7753169000031,"Arrocito Con Miel Vita Pluss Bolsa 150 g",ABARROTES,DESAYUNO,,UNIDAD,"Vita Plus","150 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arrocito-con-miel-vita-pluss-bolsa-150-g/p
ABA-DES-000181,7702103123916,"Arroz Tostado Choco Krispis Kellogg's 420 g",ABARROTES,DESAYUNO,,UNIDAD,Kellogg's,"420 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,METRO,https://www.metro.pe/arroz-tostado-choco-krispis-kellogg-s-420g-4908/p
ABA-DES-000221,7750885022460,"Avena Clásica 3 Ositos Bolsa 500 g",ABARROTES,DESAYUNO,,UNIDAD,"3 Ositos","500 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/avena-clasica-3-ositos-bolsa-500g/p
ABA-DES-000206,7750885020473,"Avena Clásica 3 Ositos Premium Bolsa 900 g",ABARROTES,DESAYUNO,,UNIDAD,"3 Ositos","900 g",GRAVADO,0,0,0,,,,PRODUCTO,,0,,PLAZAVEA,https://www.plazavea.com.pe/avena-clasica-3-ositos-premium-bolsa-900g/p
